location_id,city,state,country,latitude,longitude
582,temperance,mi,us,41.7791667,-83.5688889
583,maryville,mo,us,40.3461111,-94.8722222
584,everett,wa,us,47.9791667,-122.2008333
585,somerset,wi,us,45.1244444,-92.6733333
586,manhattan,il,us,41.4225,-87.9858333
587,hamilton,oh,us,39.3994444,-84.5613889
588,hudson,nh,us,42.7647222,-71.4402778
589,van alstyne,tx,us,33.4213889,-96.5769444
590,granville,ma,us,42.0666667,-72.8619444
591,little rock,ar,us,34.7463889,-92.2894444
592,brainerd,mn,us,46.3580556,-94.2005556
593,lewiston,mi,us,44.8838889,-84.3055556
594,waukesha,wi,us,43.0116667,-88.2313889
595,beulaville,nc,us,34.9236111,-77.7741667
596,dublin,ca,us,37.7022222,-121.9347222
597,live oak,fl,us,30.2947222,-82.9841667
598,albuquerque,nm,us,35.0844444,-106.6505556
599,thibodaux,la,us,29.7955556,-90.8227778
600,garland,tx,us,32.9125,-96.6386111
601,breezewood,pa,us,39.9991667,-78.2388889
602,hilliard,oh,us,40.0333333,-83.1583333
603,san marcos,tx,us,29.8830556,-97.9411111
604,ashland,ky,us,38.4783333,-82.6380556
605,york,pa,us,39.9625,-76.7280556
606,grass valley,ca,us,39.2191667,-121.06
607,stockbridge,ga,us,33.5441667,-84.2338889
608,bridgeton,mo,us,38.7669444,-90.4113889
609,orono,me,us,44.8830556,-68.6725
610,deerwood,mn,us,46.4736111,-93.8986111
611,birmingham,al,us,33.5205556,-86.8025
612,winslow,az,us,35.0241667,-110.6966667
613,pennington,tx,us,31.1911111,-95.2352778
614,midlothian,il,us,41.6252778,-87.7175
615,alhambra,ca,us,34.0952778,-118.1261111
616,morganton,nc,us,35.7452778,-81.685
617,ashburn,ga,us,31.7058333,-83.6533333
618,colonial heights,va,us,37.2438889,-77.4105556
619,minnetonka,mn,us,44.9133333,-93.5030556
620,montebello,ca,us,34.0094444,-118.1044444
621,hadlyme,ct,us,41.4202778,-72.4069444
622,pittsburgh,pa,us,40.4405556,-79.9961111
623,canon city,co,us,38.4,-105.2166667
624,indianapolis,in,us,39.7683333,-86.1580556
625,sedalia,mo,us,38.7044444,-93.2280556
626,santa fe,nm,us,35.6869444,-105.9372222
627,wayne,mi,us,42.2813889,-83.3863889
628,lawrence,ks,us,38.9716667,-95.235
629,surprise,az,us,33.6305556,-112.3325
630,monkton,md,us,39.5786111,-76.6158333
631,sedalia,co,us,39.4369444,-104.9591667
632,linn,mo,us,38.4858333,-91.8502778
633,oak brook,il,us,41.8327778,-87.9288889
634,georgetown,tx,us,30.6325,-97.6769444
635,raton,nm,us,36.9033333,-104.4386111
636,rachel,nv,us,37.6447222,-115.7427778
637,richmond,va,us,37.5536111,-77.4605556
638,union city,ca,us,37.5958333,-122.0180556
639,anacortes,wa,us,48.5127778,-122.6113889
640,montgomery,tx,us,30.3880556,-95.6961111
641,cascade,co,us,38.8966667,-104.9716667
642,madera,ca,us,36.9613889,-120.0597222
643,grayling,mi,us,44.6613889,-84.7147222
644,cabazon,ca,us,33.9175,-116.7863889
645,security,co,us,38.7583333,-104.7425
646,riverside,ca,us,33.9533333,-117.3952778
647,garden grove,ca,us,33.7738889,-117.9405556
648,snohomish,wa,us,47.9130556,-122.0969444
649,taos,nm,us,36.4072222,-105.5725
650,houston,tx,us,29.7630556,-95.3630556
651,pateros,wa,us,48.0511111,-119.9022222
652,louisburg,nc,us,36.0988889,-78.3013889
653,elverta,ca,us,38.7138889,-121.4616667
654,damascus,va,us,36.6336111,-81.7838889
655,san antonio,tx,us,29.4238889,-98.4933333
656,thompson,mo,us,39.1886111,-91.9827778
657,pelzer,sc,us,34.6422222,-82.4561111
658,ripon,ca,us,37.7416667,-121.1233333
659,lakeland,fl,us,28.0391667,-81.95
660,arroyo grande,ca,us,35.1186111,-120.5897222
661,higginsville,mo,us,39.0725,-93.7169444
662,new haven,wv,us,38.9863889,-81.9736111
663,pryor,mt,us,45.4297222,-108.5325
664,idaho falls,id,us,43.4666667,-112.0333333
665,dushore,pa,us,41.5241667,-76.4011111
666,harrisburg,pa,us,40.2736111,-76.8847222
667,bean station,tn,us,36.3436111,-83.2841667
668,reno,nv,us,39.5297222,-119.8127778
669,lufkin,tx,us,31.3380556,-94.7288889
670,ipava,il,us,40.3513889,-90.3244444
671,williamsburg,pa,us,40.4619444,-78.2
672,kingston,ny,us,41.9269444,-73.9977778
673,putnamville,in,us,39.5741667,-86.8652778
674,loretto,pa,us,40.5030556,-78.6305556
675,graham,nc,us,36.0688889,-79.4008333
676,warwick,ri,us,41.7,-71.4166667
677,weatherford,tx,us,32.7591667,-97.7969444
678,the woodlands,tx,us,30.1577778,-95.4891667
679,crested butte,co,us,38.8697222,-106.9872222
680,jacksonville,il,us,39.7338889,-90.2288889
681,hamburg,ca,us,41.7830556,-123.0591667
682,des moines,ia,us,41.6005556,-93.6088889
683,antioch,ca,us,38.005,-121.8047222
684,levittown,pa,us,40.155,-74.8291667
685,rock island,il,us,41.5094444,-90.5786111
686,saco,me,us,43.5008333,-70.4433333
687,lebanon,or,us,44.5366667,-122.9058333
688,maricopa,az,us,33.0580556,-112.0469444
689,highland,in,us,39.7944444,-87.3958333
690,arlington,va,us,38.8902778,-77.0844444
691,belmont,ms,us,34.5097222,-88.2091667
692,waycross,ga,us,31.2133333,-82.3541667
693,bemidji,mn,us,47.4736111,-94.88
694,monroe,wa,us,47.8555556,-121.9697222
695,portville,ny,us,42.0386111,-78.3411111
696,poughkeepsie,ny,us,41.7002778,-73.9213889
697,boynton beach,fl,us,26.525,-80.0666667
698,austin,mn,us,43.6666667,-92.9744444
699,manchester,ky,us,37.1536111,-83.7619444
700,sumner,wa,us,47.2033333,-122.2391667
701,jamestown,ny,us,42.0969444,-79.2355556
702,emporia,ks,us,38.4038889,-96.1813889
703,elgin,il,us,42.0372222,-88.2811111
704,charleston,sc,us,32.7763889,-79.9311111
705,ogden,ut,us,41.2230556,-111.9730556
706,blairsville,ga,us,34.8761111,-83.9583333
707,port orchard,wa,us,47.5405556,-122.635
708,appleton,wi,us,44.2619444,-88.4152778
709,lafayette,ny,us,42.8922222,-76.1055556
710,racine,wi,us,42.7261111,-87.7827778
711,saginaw,mi,us,43.4194444,-83.9508333
712,hyannis,ma,us,41.6527778,-70.2833333
713,kennebunkport,me,us,43.3616667,-70.4772222
714,cupertino,ca,us,37.3230556,-122.0311111
715,lewisburg,tn,us,35.4491667,-86.7888889
716,monroe,wi,us,42.6011111,-89.6383333
717,pawling,ny,us,41.5619444,-73.6030556
718,blue island,il,us,41.6572222,-87.68
719,kirbyville,mo,us,36.6230556,-93.1638889
720,tempe,az,us,33.4147222,-111.9086111
721,kodiak,ak,us,57.79,-152.4072222
722,rainier,wa,us,46.8883333,-122.6872222
723,pensacola,fl,us,30.4211111,-87.2169444
724,owego,ny,us,42.1033333,-76.2625
725,pullman,wa,us,46.7313889,-117.1786111
726,rock spring,ga,us,34.8241667,-85.2427778
727,dover,md,us,39.5122222,-76.7697222
728,west los angeles,ca,us,34.0522222,-118.2427778
729,tewksbury,ma,us,42.6105556,-71.2347222
730,wilson,nc,us,35.7211111,-77.9158333
731,corona,ca,us,33.8752778,-117.5655556
732,portland,or,us,45.5236111,-122.675
733,panama city,fl,us,30.1586111,-85.6602778
734,carlsbad,ca,us,33.1580556,-117.3497222
735,jefferson,ny,us,42.4811111,-74.6108333
736,islip,ny,us,40.7297222,-73.2108333
737,montgomery,al,us,32.3666667,-86.3
738,new bedford,ma,us,41.6361111,-70.9347222
739,rio rancho,nm,us,35.2333333,-106.6638889
740,corvallis,or,us,44.5647222,-123.2608333
741,anderson,sc,us,34.5033333,-82.6502778
742,silverthorne,co,us,39.6375,-106.0613889
743,vega baja,pr,us,18.4463889,-66.3880556
744,wellington,al,us,33.8225,-85.8927778
745,mosinee,wi,us,44.7930556,-89.7030556
746,north kingstown,ri,us,41.55,-71.4666667
747,omaha,il,us,37.8902778,-88.3030556
748,rye,co,us,37.9236111,-104.9297222
749,terre haute,in,us,39.4666667,-87.4138889
750,arlington,wi,us,43.3380556,-89.3802778
751,stafford,tx,us,29.6158333,-95.5575
752,crescent beach,sc,us,33.8075,-78.7011111
753,aripeka,fl,us,28.4319444,-82.6644444
754,evergreen park,il,us,41.7205556,-87.7016667
755,mckenzie,tn,us,36.1325,-88.5186111
756,placerville,ca,us,38.7297222,-120.7975
757,titusville,fl,us,28.6119444,-80.8077778
758,worcester,ma,us,42.2625,-71.8027778
759,hubbardston,ma,us,42.4736111,-72.0066667
760,edna,tx,us,28.9783333,-96.6458333
761,elgin,or,us,45.565,-117.9163889
762,prescott valley,az,us,34.61,-112.315
763,eagan,mn,us,44.8041667,-93.1666667
764,lecompte,la,us,31.0944444,-92.4002778
765,orchard park,ny,us,42.7675,-78.7441667
766,gainesville,va,us,38.7955556,-77.6141667
767,saratoga springs,ny,us,43.0830556,-73.785
768,niantic,ct,us,41.3252778,-72.1936111
769,new york city,ny,us,40.7141667,-74.0063889
770,bridgeport,ct,us,41.1669444,-73.2052778
771,wantagh,ny,us,40.6836111,-73.5105556
772,noblesville,in,us,40.0455556,-86.0086111
773,indio,ca,us,33.7205556,-116.2147222
774,madison,wi,us,43.0730556,-89.4011111
775,okeechobee,fl,us,27.2436111,-80.83
776,mountainboro,al,us,34.1469444,-86.1305556
